Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Cambodia,KHM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,100000,-280000,-10000,190000,1350000,270000,..,..,..,..,1000000,..,..,..,..,..,..,..,..,..,..,..,33000000,54124000,68900000,150800000,293600000,203700000,115871733.049309,102225822.011716,118308566.310881,146481995.063845,130956363.872694,81580650.5580651,131416229.281784,379180190.600283,483209382.712787,867288538.643543,815180217.958376,928393617.348897,1404315448.8853,1538883424.90021,1988102944.64495,2068470774.00468,1853471158.09921,1822804151.25712,2475915853.65763,2788084321.65816,3212633447.0447,3663032999.47048,3624644990.13295,3483461605.65372,3578831295.87393,..
Cameroon,CMR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,16000000,1700000,3299999.9,3100000,21600000,27100000,16399999.9,8710528.85937352,40548470.5361226,62099933.6753265,129827989.964101,135391025.42127,111440362.741803,213821207.604905,17667655.8671505,316229050.225977,-90700157.5127854,115925994.899277,92362479.4838296,-85734446.5454484,-112831336.842375,-14498049.7545054,29203775.7802858,5120733.12285922,3674320.50910657,15105727.2922078,104417058.426533,149614497.755635,55231294.1577247,35009801.8441187,159708006.201387,-11668387.3783906,505256043.293607,334888535.860208,67984855.6422292,243601636.500456,59122291.3428058,189581294.625153,20995513.7446129,746276648.961818,536265313.198885,653266626.571786,527363935.614182,547404749.757182,725854540.914877,694336734.87982,663893595.165465,814458940.927625,765092012.778526,1024779237.90889,675186993.65287,963531503.483345,925681548.563252,..
Canada,CAN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,1827117680.30674,2273318428.36666,2110873961.07408,3184571500.54189,3723538434.68265,3386183402.57977,2450721215.75787,3371826624.08886,3740191707.68949,5307737031.12626,5813268734.78803,663720808.269735,90061244.1131481,4618560061.87692,5675261448.85168,1256760213.69256,2709677620.68495,8597306053.61165,7196400040.3342,7171648940.44922,8401707941.43435,3514220103.04375,7018240062.86526,4178460316.69705,9541029101.65658,13657593613.3371,8817677647.2938,15182400421.6905,24979208298.1649,27456044687.0987,68303350856.0836,28391098831.3382,24486425376.8819,7011792709.04631,1452416545.21802,25552226940.9281,64302303096.8668,120451484862.004,70119614332.5095,20951090410.3132,29714744325.4741,38338330427.428,49368985104.1989,67027866778.2682,64174605785.6347,59986208237.0735,34201872160.6085,25357801000.497,42603762048.5971,48942300762.2452,29123011879.2998,59125104306.8679,49984660121.8887,..
Caribbean small states,CSS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,347578499.694566,342916171.538498,298679836.99389,269180299.910363,305300684.434229,178387131.511015,162120408.640249,100970960.818431,117240333.287014,115577068.766779,316929902.037907,443005555.562458,274283333.419603,228691666.717289,115297352.852792,43155758.8494116,-26018518.4185186,89487037.0370369,57234874.5313189,105774489.074466,377432455.008289,526483875.498366,572953464.152288,653965212.056658,885069632.524357,835726537.735982,839764566.069544,1685532066.9225,1580922407.75887,1666996131.04593,1830607389.82474,2151895972.07954,2220932500.95353,2330657837.1044,2671016305.663,3196640583.48094,3748557172.7883,3842605683.08558,6625713804.49003,3021069698.53862,2670857578.21981,2303754407.22114,800282788.215034,1066000808.35545,3058388516.09256,2926744413.94674,2881999367.78288,1899860887.02369,2833033196.67613,4032609972.48712,3827032043.70973,3002893474.05824,1292463279.49059,..
Cayman Islands,CYM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1830000,2540000,41009999.9,25719999.9,75109999.9,56549999.9,19559999.9,97120000,19930000,17520000,668240000,453980000,14279999.9,104739999.9,22430000,79459999.9,49039999.9,-8539999.9,27489999.9,459759999.9,467069999.9,50310000,1231710000,3150869999.9,4354109999.9,6475829999.9,9358723000,2133108000,2802974999.9,2602570000,3703460999.9,9506484000,24820937000,28210535000,19555735000,20298044999.9,20965962638.6,31131855107.9,21489604740.9,34907994323.7,46040609770.7,80501525456.9,2684234739.26842,2506466933.66629,173644548.798714,1080420248.60699,6875780107.98604,-1083030650.41955,24590019849.6,..
Central African Republic,CAF,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,1200000,700000,1500000,-200000,5799999.9,5599999.9,3700000,-2845168.07135611,6084486.34383566,22757439.7367339,5343631.08528873,5781443.35245489,9153812.42838185,4469041.68570388,5149252.03381976,2991566.43558607,8160415.31776924,11898718.6498225,-3827452.80303765,1285233.01951129,697850.065105837,-4874038.73164914,-10676567.963142,-9980132.27944839,3602275.00892801,6200565.7,10925575.5,1497424,7300593.947,5976946.527,889074.9,5183898.8,5644286.5,11300000,15100000,10100000,34670000,56750000,117110000,42280000,61520000,36908455.8,70035157.3,1852792.6,3475007.9,3000000,7256090.484,6888751.401,18003535.455,25601157.287,1737359.823,5409980.25,24047722.185,..
Central Europe and the Baltics,CEB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,6000000,5000000,25000000,30000000,10000000,18000000,14000000,16000000,28000000,15000000,16000000,12000000,15000000,11000000,646818999.9,1849041210.2598,2522640711.57185,5563094008.72228,5377514695.24172,12558106072.37,11262472730.75,14298828886.7246,19665293910.2945,22103118135.4093,23562956308.4427,21625801492.5101,26481834432.6867,20414105077.8084,43043918533.3494,74726630916.3752,81628100565.9902,153392903966.077,138571794675.031,30638671436.0933,21146153919.6098,49788606914.8381,39085315156.2913,15566855899.2347,53588099499.4512,22988661291.3987,115087419669.322,29241826098.6372,-19625154161.0244,152412058307.817,212256117437.423,118818500110.062,65261348566.4672,..
Chad,TCD,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,600000,300000,-100000,6099999.9,13800000,20300000,26800000,21153560.0383945,34136051.2065303,-1290000,-430000,-110000,-120000,-90000,9186265.62833445,53650093.5989071,28200501.0592124,8162068.46980272,1289247.25997058,18739324.367411,9400000,4239527.50767445,1960770.97412268,15160901.583748,27074698.9671029,32611570.1,39466173.5,44293940.5,21696680.408,24524970.806,115172421.542,459866391.829,924119210.087,712663454.921,466793492.149,-99342519.357,-278413999.9,-321654999.9,466130999.9,374899999.9,313000000,281899999.9,579793037.391,520200751.34,-675545915.43,559642022.529,244682120.969,363381636.397,460890507.65,566638947.952,557692503.312,705100759.304,614018506.463,..
Channel Islands,CHI,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,12330000,-18969999.9,-1100000,-4799999.9,2310000,50000000,-1000000,21000000,181000000,244000000,213000000,383000000,401000000,135000000,78000000,144300000,315500000,890500000,967900000,1283500000,661200000,822700000,936100000,1034300000,2582100000,2957000000,4814616000,5271400000,4627817978,8761016217.84,4860015667.52,4199763048.85,2549923142.41108,3485728421.75027,4968731407.62405,5990831828.9531,4755333483.36662,10545224588.4776,18811777951.3689,12750321998.889,14849443157.025,26369463388.8273,31801970676.0608,21120756844.0181,25527831848.9546,17766285629.0926,11362832162.4891,5237183518.21249,7942631935.04886,13579090978.7599,11447397288.618,15933021424.5106,20864902958.1511,..
China,CHN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,80000,57000000,265000000,430000000,636000000,1258000000,1659000000,1875000000,2314000000,3194000000,3393000000,3487000000,4366000000,11156000000,27515000000,33787000000,35849200000,40180000000,45439000000,45644000000,41014000000,42095300000,47053000000,53073618897.4036,57900937467.3864,68117272181.2194,104108693867.085,124082035618.506,156249335203.202,171534650311.569,131057052869.5,243703434558.178,280072219149.935,241213868161.42,290928431467.003,268097181064.335,242489331627.399,174749584584.051,166083755721.649,235365050036.341,187169822364.755,253095616058.58,344074977062.48,180166881345.04,..
Colombia,COL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,42999999.9997559,43128139.9995117,18457070,23842600,40889759.9996338,37068850,25000000,65000000,107000000,127000000,157137699.999756,265000000,366000000,618000000,584000000,1023000000,674000000,319000000,203000000,576000000,500000000,456900000,728700000,959100000,1446497261.33581,968368273.647335,3111676589.81669,5562216361.61769,2828826261.61251,1507907130.44589,2436459923.42856,2541942612.20739,2133698124.14946,1720493455.49813,3115635873.52058,10235417315.1376,6750625311.15878,8885764397.56293,10564155795.9327,8034746177.08445,6429989612.99413,14647048638.4496,15039979138.8914,16210419015.9816,16168701714.7497,11620532645.7092,13857937720.8026,13700880445.1998,11298692773.8486,13989154028.3683,7458624984.21929,9561335276.67571,17182521349.9059,..
Comoros,COM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1919999.9,..,0,0,150000,0,0,0,0,7546566.71700799,3767051.25949986,3266400.37765459,393003.10379242,2506163.33401032,-1446978.12497841,190704.780596669,177714.239994358,889525.017698175,510000,20000,384216.3,271000,93636.115,1145914.995,430423.479,793243.734562134,672560.378635006,558865.800033729,778420.21387879,7691947.28915694,4650574.15690676,13839598.1677915,8350406.72212106,23118440.5401983,10375197.4614675,4231644.417,4684558.67518381,4936699.51044482,3569823.72997217,3919473.02500835,5672348.12858,4300803.9663215,3875846.08058854,4024772.1820532,3839060.11649434,..
"Congo, Dem. Rep.",COD,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,6429999.9,5740000,10470000,17719999.9,51979999.9,9119999.9,238430000,18190000,97680000,143849999.9,109620000,69629999.9,-2370000,-192789999.9,-32450000,69189999.9,5549999.9,-55079999.9,-3939999.9,-6110000,-14460000,12390000,-730000,6870000,-1500000,-22350000,24789999.9,-44350000,61329999.9,11160000,94190399.9,102221899.9,187598693.6,391254723.5,409032814.4,180000000,256100000,1808000000,1726800000,-243200000,2742300000,1596024303.85686,2891607809.09542,1697585830.80626,1499572152.49797,1165720010.30767,932374669.380907,1047979482.55526,1407563588.42423,1350994226.20535,1498084807.8648,1677673789.73561,1845773308.6,..
"Congo, Rep.",COG,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,5099999.9,48700000,66299999.9,68299999.9,46100000,15400000,2379999.9,1986323.6,4050415.52677771,16481632.6620511,40032269.0162729,30842951.4557126,35349296.9308788,56079518.9803241,34948545.6926496,12689672.804521,22439698.3136535,43448956.4120195,9095236.52932368,-7125213.1,22551558.2,32753529.6,2739032.5,286054322,2990000,112782084.60409,62427618.5785834,-49200799.9052803,-169664715.515787,-68298651.8368345,-98141674.3463606,-135479673.015224,200095651.485644,220038914.195923,88557997.2244039,801314933.871917,1489015781.25324,1424251935.63471,1947972913.20639,1189051286.37969,1522228646.33912,298678855.105983,-69249948.2173565,1878859499.34966,2891102397.12388,4279839199.11278,50608700.3526123,4416953733.854,4315250918.388,-1427679257.05894,-1983178866.50125,-320209517.696023,532256251.033,..
Costa Rica,CRI,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,26345009.9,22100000,25846010,37700000,46310009.9,69022010,61952010,62500000,48600000,43500000,52600000,69600000,28900000,60700000,55900000,69900000,61000000,80300000,122200000,101300000,162500000,178400000,226000000,246700000,297600000,336900000,426950000,409440000,614500000,619469212,723426415.264239,621846413.159734,723172624.768835,774386239.764205,1083718486.49799,1528787464.115,1801002598.41588,2241492021.19677,2436112218.26755,1614614468.45234,1906923793.45078,2733268839.98155,2696295210.67893,3205384976.80294,3242149796.9724,2955521680.83967,2620435490.61534,2924906990.98245,3014543618.02812,2719031329.42268,2103003648.9836,3592802258.09677,3673404328.97314,..
Cote d'Ivoire,CIV,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,30699999.9,15699999.9,18699999.9,51000000,32600000,69060000,44780000,14650000,83310000,74750000,94659999.9,32750000,47469999.9,37530000,21739999.9,29160000,70750000,87510000,51700000,18489999.9,48434429.6,18524885.9,69053843.7,175153533.4,117538566.8,211760840.4,269194529.588,415458076.41,760099126.709,235348766.199,234701731.519,272679898.341,212580417.453,165390571.232,282979830.962,349059586.543272,350964618.559397,443801751.423173,468377743.888902,397624744.268005,358468317.342002,301972462.517861,330255520.654571,407592122.101427,439356961.150901,494408755.776341,577871524.156215,975014998.795493,620330654.359791,848881139.442877,712915894.481616,1392435143.38301,1599115748.83327,..
Croatia,HRV,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13000000,144186480.153655,114440874.376863,108053139.664729,492528182.656309,596514805.246476,1004077219.78391,1454741833.64146,1015069996.97348,1036758145.87206,980784304.813265,1846434012.04769,1314179917.33292,1814728743.16264,3346611893.3292,4645807617.35418,5249620116.02881,3069599255.91982,1545050408.33734,1248979435.63125,1465100044.52763,959210069.343585,3180984833.00284,33194697.0152372,437265723.850134,449635784.225459,1312177885.50368,3939470164.85387,1251530441.93919,4680375500.28859,3589230734.05033,..
Cuba,CUB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,70502234.6368715,69702234.6368715,-1508379.88826815,69296089.3854749,146435754.189944,133083798.882682,172681564.24581,126924996.849162,203230453.620112,155743256.268156,148774976.541899,164055348.659218,..
Cyprus,CYP,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,20199999.9,29600000,36399999.9,37200000,32399999.9,18100000,32399852.8125131,41409229.3606028,57026191.2298309,70533030.8769439,84973393.7852126,78304678.2724331,71520842.9723068,68357791.4422966,52686514.2461279,57954233.5621669,46319251.9054824,51964617.6382809,62147895.5615331,69749822.2137683,126615461.385104,81820990.7445387,107441112.68656,83432989.4040103,75174068.6034487,243136818.61367,233749453.825101,546519214.603177,345398143.229373,813054280.084962,854874285.662107,944742873.957096,1103449726.13198,908147517.991038,1118841808.54652,1161973511.03819,1871897927.22828,2294635570.943,12297296307.434,64632059145.0638,31031904287.2207,40445860585.0788,69972767553.5803,25966316070.5419,51738978689.3285,28960532080.4595,8508203489.4198,14406568776.0425,-1110259659.48526,52834747335.586,-26023544826.6398,7723854390.05685,480194908.40874,..
Czechia,CZE,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,654278424.682602,878231739.725255,2567564641.62698,1435279128.15383,1286492873.14104,3700169387.63107,6312596675.96249,4987079129.26384,5640707235.87483,8496609035.7758,2021275745.95501,6423465150.75736,13730164683.4592,7132002407.70599,13815656003.7033,8815393022.10815,5271613701.7927,10167834374.8186,4188736491.29368,9433199804.77647,7357578652.57,8088661929.8803,1699914616.60242,10850612308.2062,11234740946.0941,8324668391.46793,10752120870.768,8515481807.56744,12890950336.4655,10529730878.5701,..
Denmark,DNK,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,104000000,125000000,164000000,212000000,240000000,266942015.475092,-190295662.759812,75799728.5000125,89464875.4173497,223893245.381989,104119701.030049,99454249.8990494,133850097.285508,60130799.9938145,-15356842.1248586,111103417.555728,163266341.137938,84660817.1227545,503338112.91511,1089565259.94644,1132146349.95011,1552515350.88704,1017385349.25764,1712766177.9681,5006178362.05013,4139423319.68617,773444115.829278,2791671359.18635,6674661469.00366,16847919225.9809,36013297907.195,9286404805.96887,4430703178.95052,1184825159.91313,-8804165491.1002,12847031342.3671,2385249288.38419,11809448518.2128,2191215665.76653,3771059440.08035,-11767861925.0632,13558894634.3461,-16349825685.2634,680338945.938662,6577348986.65252,1850770714.86075,7804020827.15213,3607276299.51791,8764023726.34583,-3801733788.9774,-263702466.532691,17431890305.6171,34212739239.5954,..
